GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg UCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
TSPAN10,mRNA,NW_005054646.1:273834-274765,-,-,3,2,1.321928095,0.725,0.725,0.384487753,NA,no,0,0,0
TRNAI-AAU-4,tRNA,NW_005054320.1:1623356-1623429,-,-,0,1,-1,-0.229,0.229,0.848000557,NA,no,0,0,0
RBMS3,mRNA,NW_005054351.1:2982881-3675190,+,-,1,1,0,0.124,0.124,0.931406887,NA,no,0,0,0
SALL3,mRNA,NW_005054325.1:1347866-1373372,-,-,2,0,0,2.579,2.579,0.025824467,NA,no,0,1,0
FAM3B,mRNA,NW_005054438.1:1769555-1780574,-,-,1,1,0,0.499,0.499,0.679936023,NA,no,0,0,0
LOC102045663,mRNA,NW_005054843.1:47442-52271,-,+,431,81,8,2.414,2.414,0.122963804,0.73689721,no,2,1,0
DCT,mRNA,NW_005054363.1:575820-594169,-,-,4,1,1.321928095,1.68,1.68,0.100782727,NA,no,0,1,0
MYL2,mRNA,NW_005054362.1:3324975-3328834,-,-,0,1,-1,-2.306,2.306,0.066583293,NA,no,0,1,0
LOC102044854,mRNA,NW_005054337.1:1086985-1103944,+,-,0,0,-3.321928095,0,0,0.9954404,NA,no,0,0,0
CA12,mRNA,NW_005054313.1:8346307-8371178,-,-,2,1,0.584962501,-0.07,0.07,0.953968646,NA,no,0,0,0
LOC115949440,lnc_RNA,NW_005061042.1:159-1139,-,-,1,2,0.584962501,-1.322,1.322,0.279382827,NA,no,0,1,0
FAM110C,mRNA,NW_005054544.1:334986-340076,+,-,1,1,0,1.064,1.064,0.358966486,NA,no,0,1,0
ACRBP,mRNA,NW_005054320.1:7902979-7914416,-,-,2,0,0,2.545,2.545,0.037668262,NA,no,0,1,0
PTPN13,mRNA,NW_005054304.1:4007782-4041970,-,-,3,3,1.584962501,-0.127,0.127,0.883668911,NA,no,0,0,0
LOC102038383,mRNA,NW_005054308.1:12460403-12468686,-,-,2,1,0.584962501,0.727,0.727,0.454566719,NA,no,0,0,0
LOC102035878,mRNA,NW_005054416.1:2133045-2146973,+,-,1,1,0,0.098,0.098,0.940038639,NA,no,0,0,0
SLC17A8,mRNA,NW_005054331.1:5777078-5801952,+,-,1,1,0,-0.934,0.934,0.422146833,NA,no,0,0,0
MAB21L4,mRNA,NW_005054380.1:2457596-2461605,+,-,1,0,-1,2.18,2.18,0.123869072,NA,no,0,1,0
STRA8,mRNA,NW_005054331.1:6383757-6397579,-,-,0,2,0,-2.253,2.253,0.031171658,NA,no,0,1,0
CADM2,mRNA,NW_005054338.1:4043138-4158174,-,-,0,2,0,-2.505,2.505,0.070036822,NA,no,0,1,0
LOC102044084,mRNA,NW_005054430.1:1427916-1432967,+,-,4,1,1.321928095,1.708,1.708,0.128373384,NA,no,0,1,0
TMEM171,mRNA,NW_005054476.1:1101286-1109750,-,-,3,3,1.584962501,0.049,0.049,0.961490936,NA,no,0,0,0
LOC102033008,mRNA,NW_005054373.1:653592-661684,+,-,1,1,0,0.453,0.453,0.755442966,NA,no,0,0,0
LOC102037655,mRNA,NW_005054314.1:192768-196908,+,-,1,0,-1,2.414,2.414,0.071169356,NA,no,0,1,0
CDH13,mRNA,NW_005054503.1:55742-502503,-,-,1,1,0,-0.173,0.173,0.920301132,NA,no,0,0,0
LOC115949048,lnc_RNA,NW_005054723.1:58652-60888,-,+,434,115,8.100662339,1.911,1.911,0.215932673,0.800197751,no,2,1,0
INHBA,mRNA,NW_005054393.1:1421391-1434428,-,-,1,0,-1,0.659,0.659,0.620178441,NA,no,0,0,0
LOC115948777,snoRNA,NW_005054515.1:727364-727427,-,-,1,1,0,-0.353,0.353,0.788501572,NA,no,0,0,0
LOC102031335,mRNA,NW_005054337.1:1351437-1394589,-,-,1,1,0,-0.504,0.504,0.696319246,NA,no,0,0,0
LOC102033569,mRNA,NW_005054520.1:379737-380835,-,-,1,2,0.584962501,-0.805,0.805,0.45906974,NA,no,0,0,0
TENM3,mRNA,NW_005054297.1:19273479-19644208,-,-,3,3,1.584962501,-0.428,0.428,0.639552129,NA,no,0,0,0
LOC102035908,mRNA,NW_005054308.1:1712452-1715427,+,-,1,0,-1,2.042,2.042,0.133497433,NA,no,0,1,0
LOC115947901,snRNA,NW_005054329.1:3347660-3347787,+,-,1,2,0.584962501,-1.508,1.508,0.265079184,NA,no,0,1,0
LOC115948953,mRNA,NW_005054648.1:198812-213274,+,-,2,1,0.584962501,0.571,0.571,0.597468023,NA,no,0,0,0
CADPS,mRNA,NW_005054317.1:4621876-4785329,+,-,1,0,-1,1.479,1.479,0.267215929,NA,no,0,1,0
CLPS,mRNA,NW_005054545.1:100782-101585,-,-,1,1,0,1.23,1.23,0.248230999,NA,no,0,1,0
SLC22A23,mRNA,NW_005054376.1:34311-142335,-,-,1,1,0,0.915,0.915,0.465677528,NA,no,0,0,0
NUDT13,mRNA,NW_005054594.1:478645-485568,+,-,0,1,-1,-2.022,2.022,0.207092424,NA,no,0,1,0
CDCP1,mRNA,NW_005054361.1:1074176-1087751,+,-,0,1,-1,-1.447,1.447,0.252679078,NA,no,0,1,0
USP35,mRNA,NW_005054302.1:16962248-16988580,-,-,0,2,0,-2.424,2.424,0.03175884,NA,no,0,1,0
SHOX,mRNA,NW_005054342.1:3882023-3891831,-,-,2,1,0.584962501,0.694,0.694,0.560364272,NA,no,0,0,0
STXBP4,mRNA,NW_005054395.1:998669-1064347,+,-,1,0,-1,1.179,1.179,0.27233237,NA,no,0,1,0
LOC102032005,mRNA,NW_005054339.1:2082541-2099793,+,-,0,0,-3.321928095,0,0,0.730077541,NA,no,0,0,0
LOC102032488,mRNA,NW_005054305.1:10676759-10700131,-,-,1,2,0.584962501,-1.206,1.206,0.532014438,NA,no,0,1,0
SLAIN1,mRNA,NW_005054327.1:3198000-3244486,-,-,0,1,-1,-1.066,1.066,0.41525245,NA,no,0,1,0
KCNMB2,mRNA,NW_005054309.1:5566006-5703991,-,-,0,2,0,-2.408,2.408,0.033562044,NA,no,0,1,0
CHST11,mRNA,NW_005054598.1:104197-199379,-,-,5,5,2.321928095,0.095,0.095,0.921646579,0.986367446,no,0,0,0
SPX,mRNA,NW_005054574.1:259699-264198,+,-,0,2,0,-2.166,2.166,0.066088965,NA,no,0,1,0
SYNDIG1,mRNA,NW_005054405.1:95945-136938,-,-,2,4,1.584962501,-1.094,1.094,0.245533143,NA,no,0,1,0
LOC115948248,lnc_RNA,NW_005054366.1:3439236-3440462,-,-,1,1,0,0.266,0.266,0.81535274,NA,no,0,0,0
RNF150,mRNA,NW_005054453.1:694614-801822,-,-,2,0,0,1.962,1.962,0.05784284,NA,no,0,1,0
LOC102040062,mRNA,NW_005054489.1:607042-638761,-,-,4,4,2,0.09,0.09,0.916373195,NA,no,0,0,0
LOC102034802,mRNA,NW_005054427.1:1626753-1630396,-,-,0,1,-1,-0.608,0.608,0.65132263,NA,no,0,0,0
LOC115948183,snoRNA,NW_005054356.1:4349411-4349501,-,-,0,0,-3.321928095,0,0,0.543445304,NA,no,0,0,0
LOC115949395,lnc_RNA,NW_005054301.1:13475439-13482404,+,-,0,0,-3.321928095,0,0,0.252718494,NA,no,0,0,0
LOC102045060,mRNA,NW_005054319.1:2631447-2640538,-,-,1,0,-1,1.326,1.326,0.370364123,NA,no,0,1,0
LOC115949151,snRNA,NW_005054817.1:394-557,-,-,0,1,-1,-1.362,1.362,0.305431073,NA,no,0,1,0
RPH3A,mRNA,NW_005054362.1:3744913-3768210,+,-,2,1,0.584962501,0.73,0.73,0.612350915,NA,no,0,0,0
NT5E,mRNA,NW_005054328.1:5517821-5543197,+,-,4,2,1.584962501,1.152,1.152,0.165721295,NA,no,0,1,0
LOC102038267,mRNA,NW_005054297.1:30491892-30495039,-,-,0,1,-1,-1.488,1.488,0.250281133,NA,no,0,1,0
LOC115947956,lnc_RNA,NW_005054334.1:3237600-3240983,+,-,0,2,0,-1.725,1.725,0.115725114,NA,no,0,1,0
INKA2,mRNA,NW_005054566.1:154665-164669,-,-,1,1,0,-0.294,0.294,0.811261127,NA,no,0,0,0
HGD,mRNA,NW_005054320.1:6068069-6091699,-,-,2,2,1,-0.176,0.176,0.861703636,NA,no,0,0,0
PAFAH2,mRNA,NW_005054436.1:710803-716363,+,-,0,1,-1,-0.74,0.74,0.618391265,NA,no,0,0,0
LOC102037915,mRNA,NW_005054566.1:630-2288,+,-,3,0,0.584962501,2.346,2.346,0.039529851,NA,no,0,1,0
TENM1,mRNA,NW_005054314.1:2303374-3085106,-,-,0,0,-3.321928095,0,0,0.941077343,NA,no,0,0,0
HPGD,mRNA,NW_005054297.1:22322777-22348400,+,-,1,1,0,-0.698,0.698,0.5777215,NA,no,0,0,0
ITGB6,mRNA,NW_005054298.1:14688580-14723852,-,-,1,0,-1,2.336,2.336,0.047721294,NA,no,0,1,0
BMP7,mRNA,NW_005054356.1:2177101-2199909,+,-,0,0,-3.321928095,0,0,0.652458205,NA,no,0,0,0
LOC102032444,lnc_RNA,NW_005054341.1:2418794-2423008,-,-,0,0,-3.321928095,0,0,0.547294903,NA,no,0,0,0
LOC102038269,mRNA,NW_005054300.1:10708347-10715491,+,-,4,1,1.321928095,2.327,2.327,0.015688329,NA,no,0,1,0
LOC102040691,mRNA,NW_005054727.1:13948-135803,+,-,2,0,0,2.326,2.326,0.148709485,NA,no,0,1,0
DST,mRNA,NW_005054460.1:1276924-1444230,-,-,2,0,0,1.699,1.699,0.106571395,NA,no,0,1,0
MMP2,mRNA,NW_005054343.1:1176000-1205301,+,-,2,0,0,2.316,2.316,0.066039462,NA,no,0,1,0
COL24A1,mRNA,NW_005054336.1:935908-1054674,-,-,3,2,1.321928095,0.726,0.726,0.380977241,NA,no,0,0,0
TCIM,mRNA,NW_005054535.1:656528-657036,-,-,0,1,-1,-1.119,1.119,0.331333719,NA,no,0,1,0
SPATA1,mRNA,NW_005054336.1:529940-543589,+,-,11,2,2.700439718,2.306,2.306,0.000449874,0.06855139,no,1,1,0
KLF5,mRNA,NW_005054327.1:5007168-5024591,-,-,2,1,0.584962501,1.28,1.28,0.263783622,NA,no,0,1,0
LOC115948747,mRNA,NW_005054504.1:444150-449294,-,-,1,0,-1,0.958,0.958,0.362575741,NA,no,0,0,0
OCSTAMP,mRNA,NW_005054337.1:3802267-3805968,+,-,5,1,1.584962501,2.29,2.29,0.046681409,NA,no,0,1,0
AASS,mRNA,NW_005054324.1:3494649-3520871,-,-,14,3,3.087462841,2.289,2.289,0.003922694,0.21963209,no,1,1,0
LAMB4,mRNA,NW_005054354.1:1507434-1550177,+,-,2,4,1.584962501,-1.213,1.213,0.197015173,NA,no,0,1,0
TRIM45,mRNA,NW_005054320.1:6530400-6538520,-,-,1,0,-1,0.577,0.577,0.624672085,NA,no,0,0,0
TRNAH-GUG,tRNA,NW_005054320.1:1621818-1621889,+,-,1,0,-1,0.71,0.71,0.589925025,NA,no,0,0,0
LOC102038435,mRNA,NW_005054744.1:11473-102882,-,+,11,2,2.700439718,2.265,2.265,0.347470001,0.855782109,no,1,1,0
LOC102038599,mRNA,NW_005054566.1:72921-82915,+,-,3,2,1.321928095,1.077,1.077,0.217103705,NA,no,0,1,0
LOC102034982,mRNA,NW_005061863.1:536-1104,+,-,0,0,-3.321928095,0,0,0.714281016,NA,no,0,0,0
LOC102045246,mRNA,NW_005054367.1:1983820-2022506,+,-,2,2,1,-0.118,0.118,0.928461606,NA,no,0,0,0
LOC115948129,lnc_RNA,NW_005054349.1:1123383-1378042,-,-,0,1,-1,-1.094,1.094,0.565505718,NA,no,0,1,0
RGS11,mRNA,NW_005054383.1:2793963-2800202,-,-,1,2,0.584962501,-0.399,0.399,0.702924818,NA,no,0,0,0
LOC115948802,lnc_RNA,NW_005054530.1:743072-783355,+,-,1,1,0,0.441,0.441,0.68915367,NA,no,0,0,0
LOC106632114,mRNA,NW_005054808.1:9384-58100,+,-,8,2,2.321928095,2.223,2.223,0.339227921,0.851329776,no,0,1,0
SLCO2B1,mRNA,NW_005054627.1:151288-180857,+,-,1,2,0.584962501,-0.68,0.68,0.566084522,NA,no,0,0,0
LOC102043002,mRNA,NW_005055567.1:5407-6994,-,-,24,111,6.076815597,-2.216,2.216,0.030672664,0.549320057,no,2,1,0
CUNH12orf57,mRNA,NW_005054320.1:8204705-8206761,+,-,1,4,1.321928095,-2.213,2.213,0.008453441,NA,no,0,1,0
LOC102042044,mRNA,NW_005054750.1:32708-100580,+,+,230,50,7.129283017,2.208,2.208,0.187822225,0.786863894,no,2,1,0
OTOP2,mRNA,NW_005054370.1:2960611-2965969,-,-,1,0,-1,1.662,1.662,0.224640823,NA,no,0,1,0
PGR,mRNA,NW_005054302.1:7652782-7683218,+,-,2,1,0.584962501,0.339,0.339,0.710377556,NA,no,0,0,0
FAM83F,mRNA,NW_005054334.1:4113788-4146717,+,-,0,0,-3.321928095,0,0,0.755155631,NA,no,0,0,0
LOC102037761,lnc_RNA,NW_005054301.1:10965742-10972433,+,-,2,0,0,2.192,2.192,0.199810066,NA,no,0,1,0
SCEL,mRNA,NW_005054327.1:3258707-3327650,-,-,1,2,0.584962501,-0.688,0.688,0.529629713,NA,no,0,0,0
ARL14,mRNA,NW_005054309.1:10374984-10376029,+,-,1,1,0,0.417,0.417,0.720552973,NA,no,0,0,0
LOC115947966,lnc_RNA,NW_005054334.1:2914289-2963794,-,-,4,1,1.321928095,2.189,2.189,0.018387425,NA,no,0,1,0
RGS12,mRNA,NW_005054372.1:1310287-1389667,+,-,2,1,0.584962501,1.159,1.159,0.320816454,NA,no,0,1,0
SEMA5A,mRNA,NW_005054461.1:173765-487061,+,-,0,0,-3.321928095,0,0,0.891393927,NA,no,0,0,0
LOC102035001,mRNA,NW_005054329.1:6025909-6172755,-,-,2,1,0.584962501,1.961,1.961,0.093097949,NA,no,0,1,0
ARHGAP28,mRNA,NW_005054443.1:830492-906580,+,-,0,0,-3.321928095,0,0,0.617351013,NA,no,0,0,0
CHRNB4,mRNA,NW_005054313.1:8866141-8878883,-,-,7,7,2.807354922,0.005,0.005,0.995436007,NA,no,0,0,0
SFRP5,mRNA,NW_005054300.1:6148640-6158484,-,-,2,1,0.584962501,1.043,1.043,0.37658808,NA,no,0,1,0
TBX2,mRNA,NW_005054368.1:2189690-2220709,+,-,2,2,1,-0.354,0.354,0.772025167,NA,no,0,0,0
THBS4,mRNA,NW_005054440.1:55160-94769,-,-,98,22,5.906890596,2.178,2.178,0.01643882,0.42647614,no,2,1,0
LOC102032917,mRNA,NW_005054918.1:35329-38920,-,-,10,2,2.584962501,2.13,2.13,0.388370225,0.865100449,no,1,1,0
SCNN1B,mRNA,NW_005054399.1:2370594-2378941,-,-,5,1,1.584962501,2.173,2.173,0.064296299,NA,no,0,1,0
CTXN1,mRNA,NW_005054621.1:59268-64601,+,-,1,1,0,-0.185,0.185,0.865240112,NA,no,0,0,0
LOC102036822,mRNA,NW_005054368.1:3096916-3100522,-,-,1,0,-1,0.795,0.795,0.564490763,NA,no,0,0,0
MINDY4B,mRNA,NW_005054309.1:11768169-11775843,+,-,2,1,0.584962501,0.907,0.907,0.319239342,NA,no,0,0,0
PAPOLG,mRNA,NW_005054341.1:2337793-2411921,-,-,1,0,-1,1.139,1.139,0.390036471,NA,no,0,1,0
DLL4,mRNA,NW_005054312.1:1651725-1663126,-,-,0,1,-1,-1.203,1.203,0.367441788,NA,no,0,1,0
LOC115949303,mRNA,NW_005055550.1:4986-8641,+,-,2,3,1.321928095,-0.278,0.278,0.761102196,NA,no,0,0,0
ARHGEF26,mRNA,NW_005054309.1:11397769-11423902,-,-,2,2,1,0.185,0.185,0.829598051,NA,no,0,0,0
B3GALT5,mRNA,NW_005054656.1:285172-288637,-,-,8,3,2.459431619,1.213,1.213,0.213940549,NA,no,0,1,0
FAM183A,mRNA,NW_005054347.1:1549998-1553213,+,-,0,0,-3.321928095,0,0,0.490301028,NA,no,0,0,0
CPB1,mRNA,NW_005054465.1:1096137-1114104,+,-,2,0,0,2.146,2.146,0.22144256,NA,no,0,1,0
ZBTB40,mRNA,NW_005054473.1:1042662-1080777,-,-,1,1,0,-0.726,0.726,0.449885384,NA,no,0,0,0
HS6ST3,mRNA,NW_005054363.1:1212098-1485615,+,-,3,1,1,2.132,2.132,0.029971109,NA,no,0,1,0
DSP,mRNA,NW_005054376.1:1720849-1750653,+,-,0,1,-1,-0.537,0.537,0.724365404,NA,no,0,0,0
LOC106632191,mRNA,NW_005054301.1:14655796-14658062,-,-,3,3,1.584962501,-0.045,0.045,0.947131214,NA,no,0,0,0
DRAXIN,mRNA,NW_005054446.1:1477504-1485279,-,-,6,1,1.807354922,2.126,2.126,0.001047778,NA,no,0,1,0
PRICKLE2,mRNA,NW_005054317.1:4109370-4212751,+,-,3,1,1,2.126,2.126,0.071488466,NA,no,0,1,0
SLC12A3,mRNA,NW_005054343.1:2653882-2663099,+,-,4,1,1.321928095,2.125,2.125,0.085029409,NA,no,0,1,0
MUC13,mRNA,NW_005054298.1:7947655-7970675,+,-,2,1,0.584962501,1.238,1.238,0.214146342,NA,no,0,1,0
MREG,mRNA,NW_005054507.1:416515-428392,+,-,1,0,-1,1.059,1.059,0.405940767,NA,no,0,1,0
FGF10,mRNA,NW_005054335.1:5690546-5750381,+,-,2,1,0.584962501,0.247,0.247,0.833005622,NA,no,0,0,0
ERFE,mRNA,NW_005054380.1:2522767-2524258,-,-,133,31,6.357552005,2.112,2.112,0.006375628,0.283675113,no,2,1,0
LOC102034254,mRNA,NW_005054649.1:7713-16144,+,-,2,4,1.584962501,-0.813,0.813,0.274606059,NA,no,0,0,0
HMCN2,mRNA,NW_005054329.1:4867191-4903182,-,-,0,2,0,-1.707,1.707,0.210820116,NA,no,0,1,0
TNIP3,mRNA,NW_005054435.1:680034-712898,-,-,2,1,0.584962501,0.731,0.731,0.373239263,NA,no,0,0,0
DAPL1,mRNA,NW_005054523.1:700541-707095,+,-,2,0,0,2.104,2.104,0.065578951,NA,no,0,1,0
LOC106631834,mRNA,NW_005054334.1:1015728-1034001,-,-,2,2,1,0.081,0.081,0.918226725,NA,no,0,0,0
CAV2,mRNA,NW_005054324.1:1113441-1204450,+,-,1,2,0.584962501,-1.659,1.659,0.146399684,NA,no,0,1,0
LOC115948962,lnc_RNA,NW_005054649.1:51-265,-,-,2,1,0.584962501,0.733,0.733,0.467033464,NA,no,0,0,0
LOC102042439,mRNA,NW_005054890.1:7725-43823,+,-,10,4,2.807354922,1.387,1.387,0.564617846,0.911764356,no,1,1,0
LOC115948415,lnc_RNA,NW_005054299.1:19927407-20084029,+,-,2,2,1,0.055,0.055,0.943428149,NA,no,0,0,0
SLC66A3,mRNA,NW_005054318.1:5939480-5947701,-,-,1,1,0,-0.417,0.417,0.744267903,NA,no,0,0,0
LOC102044433,mRNA,NW_005054690.1:206691-210449,+,-,1,1,0,0.664,0.664,0.520685704,NA,no,0,0,0
LOC102044312,mRNA,NW_005054426.1:1481938-1483533,-,-,1,1,0,0.083,0.083,0.93250075,NA,no,0,0,0
LOC102037338,mRNA,NW_005054479.1:359436-360843,-,-,0,1,-1,-1.242,1.242,0.216952314,NA,no,0,1,0
NRAP,mRNA,NW_005054300.1:531687-579456,+,-,2,2,1,0.347,0.347,0.741284171,NA,no,0,0,0
ETV4,mRNA,NW_005054559.1:302901-310863,+,-,1,2,0.584962501,-0.701,0.701,0.587923722,NA,no,0,0,0
LINGO1,mRNA,NW_005054313.1:9699633-9841357,-,-,0,1,-1,-1.57,1.57,0.284427223,NA,no,0,1,0
LOC102034430,mRNA,NW_005054796.1:5162-10115,+,+,112,27,6.118941073,2.061,2.061,0.158057533,0.771298303,no,2,1,0
LOC102037127,mRNA,NW_005054573.1:629409-631136,-,-,1,1,0,0.242,0.242,0.858595319,NA,no,0,0,0
RND2,mRNA,NW_005054559.1:383112-389818,-,-,1,1,0,0.01,0.01,0.993130336,NA,no,0,0,0
SMAD1,mRNA,NW_005054304.1:3440570-3463598,-,-,6,3,2.169925001,0.842,0.842,0.109801311,NA,no,0,0,0
SPIRE2,mRNA,NW_005054373.1:2647266-2653339,+,-,1,1,0,-0.727,0.727,0.448197559,NA,no,0,0,0
PDGFRB,mRNA,NW_005054308.1:5910969-5943305,-,-,1,1,0,-0.491,0.491,0.687982225,NA,no,0,0,0
IL1R2,mRNA,NW_005054315.1:7386618-7398125,-,-,86,31,5.87036472,1.488,1.488,0.068397927,0.683655112,no,2,1,0
SLC6A20,mRNA,NW_005054361.1:791387-804842,+,-,0,2,0,-2.054,2.054,0.19689859,NA,no,0,1,0
PRDM5,mRNA,NW_005054435.1:566758-621722,-,-,0,1,-1,-0.667,0.667,0.550396858,NA,no,0,0,0
CFI,mRNA,NW_005054304.1:13185469-13199970,+,-,0,1,-1,-2.024,2.024,0.092880126,NA,no,0,1,0
RAB3IP,mRNA,NW_005054310.1:5711591-5736369,-,-,0,1,-1,-1.253,1.253,0.316929846,NA,no,0,1,0
SEPTIN4,mRNA,NW_005054381.1:2633914-2640077,-,-,1,0,-1,0.805,0.805,0.505216851,NA,no,0,0,0
LOC102040983,mRNA,NW_005054568.1:206322-224921,-,-,3,2,1.321928095,0.15,0.15,0.893963608,NA,no,0,0,0
DDAH1,mRNA,NW_005054336.1:797491-814545,-,-,1,1,0,-0.064,0.064,0.96181865,NA,no,0,0,0
LOC102032537,mRNA,NW_005054304.1:11987228-11997275,-,-,5,1,1.584962501,2.036,2.036,0.00511782,NA,no,0,1,0
LOC115948789,mRNA,NW_005054520.1:375198-376754,-,-,1,1,0,-0.577,0.577,0.657126834,NA,no,0,0,0
ARL11,mRNA,NW_005054322.1:4672739-4673645,+,-,0,0,-3.321928095,0,0,0.595252706,NA,no,0,0,0
LOC115949270,mRNA,NW_005055316.1:6954-7949,+,-,1,2,0.584962501,-0.864,0.864,0.492575599,NA,no,0,0,0
SOX18,mRNA,NW_005054337.1:1749121-1752391,+,-,1,0,-1,1.159,1.159,0.340296803,NA,no,0,1,0
AFAP1,mRNA,NW_005054372.1:2753225-2864730,+,-,2,1,0.584962501,0.978,0.978,0.39616319,NA,no,0,0,0
TMEM182,mRNA,NW_005054315.1:7068375-7100110,-,-,6,3,2.169925001,0.945,0.945,0.169156084,0.778496749,no,0,0,0
LOC115949339,lnc_RNA,NW_005056038.1:3152-4240,+,-,1,1,0,0.031,0.031,0.979722042,NA,no,0,0,0
LOC102041460,pseudogene,NW_005054364.1:1989896-2012132,+,-,3,1,1,1.824,1.824,0.060833767,NA,no,0,1,0
LOC102034489,mRNA,NW_005054684.1:51552-61258,-,-,2,1,0.584962501,1.249,1.249,0.241641635,NA,no,0,1,0
LOC115948874,mRNA,NW_005054584.1:227999-234788,+,-,1,1,0,0.325,0.325,0.782461747,NA,no,0,0,0
LOC102044095,mRNA,NW_005054570.1:272846-279569,+,-,0,0,-3.321928095,0,0,0.335960947,NA,no,0,0,0
LOC115949246,mRNA,NW_005055223.1:8815-11586,-,-,6,2,2,1.441,1.441,0.089130806,NA,no,0,1,0
CUNH7orf31,mRNA,NW_005054333.1:4356173-4375051,+,-,2,0,0,1.653,1.653,0.206205275,NA,no,0,1,0
WNT8B,mRNA,NW_005054300.1:10826273-10839576,+,-,2,1,0.584962501,0.114,0.114,0.919189272,NA,no,0,0,0
ADGRL4,mRNA,NW_005054347.1:476149-549161,+,-,1,0,-1,0.515,0.515,0.657375219,NA,no,0,0,0
LOC102039383,mRNA,NW_005054614.1:63168-91270,+,-,2,2,1,0.398,0.398,0.669724648,NA,no,0,0,0
UPK1B,mRNA,NW_005054320.1:4976911-4988548,+,-,3,1,1,1.656,1.656,0.067475228,NA,no,0,1,0
APCDD1,mRNA,NW_005054350.1:4833023-4851047,+,-,4,2,1.584962501,1.064,1.064,0.218440669,NA,no,0,1,0
LOC102045235,mRNA,NW_005054337.1:4074833-4089983,+,-,1,2,0.584962501,-0.776,0.776,0.392278766,NA,no,0,0,0
LOC115949506,lnc_RNA,NW_005054303.1:12342423-12345289,+,-,4,3,1.807354922,0.087,0.087,0.902222488,NA,no,0,0,0
LOC115948568,lnc_RNA,NW_005054434.1:1306900-1308988,-,-,2,3,1.321928095,-0.351,0.351,0.643238944,NA,no,0,0,0
LOC102040296,mRNA,NW_005054621.1:66021-139721,-,-,2,1,0.584962501,0.569,0.569,0.732958383,NA,no,0,0,0
GCK,mRNA,NW_005054674.1:111788-116076,-,-,4,3,1.807354922,0.518,0.518,0.471287109,NA,no,0,0,0
MOCOS,mRNA,NW_005054311.1:3054437-3239621,-,-,6,1,1.807354922,1.973,1.973,0.006105877,0.276336799,no,0,1,0
KLHL38,mRNA,NW_005054321.1:5236493-5243065,-,-,0,1,-1,-0.939,0.939,0.388847921,NA,no,0,0,0
LOC115948315,lnc_RNA,NW_005054373.1:3239728-3244022,-,-,1,1,0,-0.127,0.127,0.933934204,NA,no,0,0,0
LRRN1,mRNA,NW_005054420.1:917018-920857,+,-,0,0,-3.321928095,0,0,0.898044843,NA,no,0,0,0
MYH7B,mRNA,NW_005054502.1:792561-824889,+,-,1,1,0,0.841,0.841,0.557801821,NA,no,0,0,0
LOC102032980,mRNA,NW_005054849.1:3664-12020,+,-,7,2,2.169925001,1.967,1.967,0.416096452,NA,no,0,1,0
LOC102042513,mRNA,NW_005054341.1:4734712-4740728,+,-,2,0,0,1.967,1.967,0.073278206,NA,no,0,1,0
LOC115947857,guide_RNA,NW_005054323.1:4103843-4103973,+,-,1,6,1.807354922,-1.967,1.967,0.002694913,NA,no,0,1,0
LOC115948153,lnc_RNA,NW_005054353.1:4773357-4776265,+,-,0,1,-1,-1.205,1.205,0.319858372,NA,no,0,1,0
LOC106632034,mRNA,NW_005054570.1:294478-308514,+,-,8,2,2.321928095,1.502,1.502,0.022739868,0.477673113,no,0,1,0
LTK,mRNA,NW_005054312.1:1240148-1332816,+,-,2,1,0.584962501,1.285,1.285,0.357443551,NA,no,0,1,0
CFAP46,mRNA,NW_005054506.1:77728-150508,+,-,4,2,1.584962501,0.521,0.521,0.606897733,NA,no,0,0,0
LOC115949358,lnc_RNA,NW_005056457.1:1175-2813,-,-,1,1,0,0.131,0.131,0.911001226,NA,no,0,0,0
STC1,mRNA,NW_005054514.1:101840-117895,-,-,0,0,-3.321928095,0,0,0.789828868,NA,no,0,0,0
LOC102039574,mRNA,NW_005054304.1:384072-399921,+,-,1,0,-1,1.642,1.642,0.269268403,NA,no,0,1,0
SERPINB5,mRNA,NW_005054397.1:1374102-1388925,+,-,1,0,-1,0.564,0.564,0.710106843,NA,no,0,0,0
EPHB6,mRNA,NW_005054589.1:25315-91705,+,-,2,0,0,1.953,1.953,0.068250229,NA,no,0,1,0
MYO1E,mRNA,NW_005054313.1:7212735-7259101,-,-,4,1,1.321928095,1.945,1.945,0.017503519,NA,no,0,1,0
LOC115947955,snoRNA,NW_005054333.1:5212749-5212836,-,-,1,0,-1,0.123,0.123,0.913481244,NA,no,0,0,0
MANSC1,mRNA,NW_005054326.1:2810905-2819349,-,-,0,2,0,-1.941,1.941,0.161268387,NA,no,0,1,0
TNNT3,mRNA,NW_005054437.1:1841246-1871317,-,-,28,7,4.129283017,1.94,1.94,0.001259889,0.113551557,no,1,1,0
STARD13,mRNA,NW_005054412.1:1288495-1578154,+,-,5,4,2.169925001,0.136,0.136,0.836382826,0.969157475,no,0,0,0
KCTD7,mRNA,NW_005054387.1:1770915-1779804,+,-,3,4,1.807354922,-0.313,0.313,0.647498771,NA,no,0,0,0
PLEKHA5,mRNA,NW_005054384.1:2912549-3066584,+,-,1,1,0,0.547,0.547,0.597221891,NA,no,0,0,0
