GeneID,gene_type,locus,strand,sex-linked,avg IFOR,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
LOC106632239,mRNA,NW_005054307.1:6406056-6409726,-,-,11,7,3.169925001,0.76,0.76,0.230580673,0.776140674,no,1,0,0
ST6GALNAC2,mRNA,NW_005054370.1:1808595-1819537,+,-,32,42,5.209453366,-0.399,0.399,0.462744838,0.909909152,no,2,0,0
FAM180B,mRNA,NW_005054312.1:3485254-3488591,+,-,4,4,2,-0.081,0.081,0.898652276,0.993040833,no,0,0,0
GDF1,mRNA,NW_005054662.1:252822-257008,-,-,24,16,4.321928095,0.643,0.643,0.190603258,0.733161944,no,2,0,0
CEP55,mRNA,NW_005054300.1:8076310-8089292,+,-,8,8,3,0.096,0.096,0.865043561,0.988794777,no,0,0,0
B9D1,mRNA,NW_005054399.1:774019-776861,-,-,16,18,4.087462841,-0.09,0.09,0.851152704,0.987884509,no,2,0,0
PACRGL,mRNA,NW_005054297.1:3567246-3578768,+,-,7,6,2.700439718,0.243,0.243,0.695578581,0.963225856,no,0,0,0
CABLES1,mRNA,NW_005054305.1:2425315-2462200,+,-,15,15,3.906890596,-0.008,0.008,0.983980469,0.997969818,no,2,0,0
DNAI2,mRNA,NW_005054646.1:240869-247001,+,-,6,10,3,-0.738,0.738,0.13558873,0.656222133,no,1,0,0
FAM114A1,mRNA,NW_005054297.1:9290128-9317120,+,-,32,32,5,0.012,0.012,0.973898024,0.997969818,no,2,0,0
LOC115948824,lnc_RNA,NW_005054545.1:10200-10936,+,-,1,2,0.584962501,-0.898,0.898,0.246031433,0.786596283,no,0,0,0
LOC115949374,lnc_RNA,NW_005056953.1:94-1589,+,-,4,2,1.584962501,0.632,0.632,0.301938588,0.829255714,no,0,0,0
LOC102042665,mRNA,NW_005054730.1:69634-70652,-,-,2,2,1,0.416,0.416,0.590983549,0.935361378,no,0,0,0
LSAMP,mRNA,NW_005054320.1:3511955-4502097,-,-,6,15,3.392317423,-1.252,1.252,0.007879031,0.197838791,no,1,1,0
PCOLCE2,mRNA,NW_005054371.1:2975946-2998209,-,-,10,30,4.321928095,-1.528,1.528,0.020256458,0.314016434,no,2,1,0
TTC39A,mRNA,NW_005054345.1:1093283-1135236,-,-,82,41,5.942514505,0.994,0.994,0.020103022,0.312738513,no,2,0,0
KIZ,mRNA,NW_005054341.1:5029296-5058163,-,-,14,18,4,-0.286,0.286,0.545432921,0.929206508,no,2,0,0
LOC102037794,mRNA,NW_005054447.1:1693815-1694522,-,-,2,4,1.584962501,-0.645,0.645,0.335274744,0.845657365,no,0,0,0
LOC102031883,mRNA,NW_005054336.1:3154792-3162382,+,-,1,3,1,-0.957,0.957,0.154298031,0.683938357,no,0,0,0
LOC102040271,mRNA,NW_005054349.1:4157667-4321214,-,-,17,14,3.95419631,0.274,0.274,0.587787747,0.934457037,no,2,0,0
LOC115948706,lnc_RNA,NW_005054480.1:1308086-1308884,+,-,24,31,4.781359714,-0.422,0.422,0.189049945,0.731162771,no,2,0,0
LOC102041996,mRNA,NW_005054548.1:648047-669596,+,-,16,32,4.584962501,-0.95,0.95,0.162714377,0.699570451,no,2,0,0
LOC115949200,mRNA,NW_005055041.1:178-12770,+,-,8,16,3.584962501,-0.991,0.991,0.012757602,0.253240612,no,1,0,0
LOC115949138,lnc_RNA,NW_005054801.1:13249-15592,-,-,2,2,1,-0.678,0.678,0.334421214,0.845531446,no,0,0,0
DOK5,mRNA,NW_005054356.1:2687775-2708516,-,-,36,28,5,0.372,0.372,0.360580741,0.862086968,no,2,0,0
LOC102032192,mRNA,NW_005054610.1:24879-36094,-,-,34,49,5.375039431,-0.551,0.551,0.144162906,0.66989892,no,2,0,0
HPCAL4,mRNA,NW_005054436.1:1329598-1331937,+,-,7,7,2.807354922,-0.134,0.134,0.806855126,0.981496262,no,0,0,0
LOC102043393,mRNA,NW_005054312.1:504027-528516,+,-,8,10,3.169925001,-0.326,0.326,0.561618402,0.930462156,no,1,0,0
LOC115947878,lnc_RNA,NW_005054328.1:67089-98845,-,-,6,9,2.906890596,-0.588,0.588,0.180200488,0.721665991,no,0,0,0
CD164L2,mRNA,NW_005054436.1:290018-291782,+,-,6,8,2.807354922,-0.238,0.238,0.685916504,0.959989318,no,0,0,0
TSTA3,mRNA,NW_005054587.1:570979-575870,-,-,33,46,5.303780748,-0.467,0.467,0.143025559,0.669239761,no,2,0,0
GTF3A,mRNA,NW_005054302.1:1029932-1034494,-,-,20,17,4.209453366,0.17,0.17,0.595713969,0.936991297,no,2,0,0
LOC102036046,mRNA,NW_005054410.1:881420-885057,-,-,14,4,3.169925001,1.683,1.683,0.002794116,0.114843308,no,1,1,0
GAS2L3,mRNA,NW_005054331.1:5859491-5873925,+,-,12,13,3.64385619,-0.134,0.134,0.780307712,0.977593878,no,2,0,0
GRIN3B,mRNA,NW_005054491.1:665451-670056,+,-,2,2,1,0.217,0.217,0.789926649,0.978809915,no,0,0,0
AS3MT,mRNA,NW_005054300.1:4740945-4744803,-,-,8,6,2.807354922,0.21,0.21,0.727179354,0.968639209,no,0,0,0
DBT,mRNA,NW_005054336.1:5194883-5204007,-,-,19,17,4.169925001,0.164,0.164,0.70607487,0.964125689,no,2,0,0
CHAC1,mRNA,NW_005054312.1:1622448-1625765,-,-,2,2,1,-0.005,0.005,0.993723733,0.998243242,no,0,0,0
OLFML1,mRNA,NW_005054487.1:213007-218959,-,-,15,8,3.523561956,1.007,1.007,0.034034192,0.39776569,no,1,1,0
TCAIM,mRNA,NW_005054351.1:4716508-4735826,-,-,16,12,3.807354922,0.409,0.409,0.368628995,0.863950504,no,2,0,0
RNF157,mRNA,NW_005054370.1:2055343-2079019,+,-,9,15,3.584962501,-0.716,0.716,0.077492142,0.52954555,no,1,0,0
LMF1,mRNA,NW_005054399.1:1087871-1231801,+,-,34,38,5.169925001,-0.138,0.138,0.761012774,0.973548891,no,2,0,0
ARVCF,mRNA,NW_005054330.1:2853366-3099106,+,-,31,9,4.321928095,1.848,1.848,0.000664676,0.059166548,no,1,1,0
LOC102045469,mRNA,NW_005054347.1:3331448-3336769,+,-,27,21,4.584962501,0.318,0.318,0.468922942,0.911338633,no,2,0,0
LOC102033114,mRNA,NW_005054347.1:3936635-3943828,-,-,26,44,5.129283017,-0.741,0.741,0.213199954,0.75587962,no,2,0,0
YDJC,mRNA,NW_005054330.1:3850074-3862938,+,-,44,38,5.357552005,0.187,0.187,0.646839697,0.951630453,no,2,0,0
LOC102038886,mRNA,NW_005054308.1:8840760-8845989,-,-,4,7,2.459431619,-0.665,0.665,0.240019222,0.783903816,no,0,0,0
PEBP4,mRNA,NW_005054705.1:23392-106229,+,-,5,7,2.584962501,-0.679,0.679,0.251502514,0.789460817,no,0,0,0
LOC115949341,lnc_RNA,NW_005054301.1:5355581-5457708,+,-,3,5,2,-0.642,0.642,0.294914701,0.824603216,no,0,0,0
SAMD11,mRNA,NW_005054450.1:544499-616764,-,-,4,5,2.169925001,-0.372,0.372,0.538864346,0.928166342,no,0,0,0
FAXC,mRNA,NW_005054305.1:14053313-14080558,-,-,25,17,4.392317423,0.54,0.54,0.223753856,0.769994394,no,2,0,0
LOC115949257,lnc_RNA,NW_005055274.1:12465-14012,+,-,2,2,1,0.074,0.074,0.920438188,0.993547474,no,0,0,0
DNAH8,mRNA,NW_005054299.1:11940371-12055113,-,-,2,4,1.584962501,-0.698,0.698,0.258009613,0.792359249,no,0,0,0
LOC102035845,mRNA,NW_005054313.1:3203855-3209894,-,-,21,10,3.95419631,1.073,1.073,0.059443866,0.485762207,no,2,1,0
VSX2,mRNA,NW_005054301.1:6491532-6552912,-,-,2,3,1.321928095,-0.185,0.185,0.773586988,0.976368866,no,0,0,0
LOC115947855,lnc_RNA,NW_005054323.1:2042989-2046034,+,-,5,10,2.906890596,-1.076,1.076,0.008894708,0.207252158,no,1,1,0
GALT,mRNA,NW_005054471.1:1107381-1114908,-,-,37,48,5.409390936,-0.354,0.354,0.386669794,0.874403592,no,2,0,0
CNKSR1,mRNA,NW_005054436.1:664792-665996,-,-,6,17,3.523561956,-1.62,1.62,0.003612745,0.132358902,no,1,1,0
COL25A1,mRNA,NW_005054304.1:13364389-13663754,+,-,11,31,4.392317423,-1.5,1.5,0.013632467,0.258020486,no,2,1,0
LOC115947921,lnc_RNA,NW_005054330.1:3067438-3081432,-,-,3,5,2,-0.812,0.812,0.1581425,0.691433479,no,0,0,0
LOC115948440,lnc_RNA,NW_005054399.1:2661644-2666532,-,-,4,12,3,-1.364,1.364,0.009631057,0.217730686,no,1,1,0
LOC102034363,mRNA,NW_005054478.1:140107-146020,-,-,24,15,4.285402219,0.666,0.666,0.082134282,0.541127933,no,2,0,0
CH25H,mRNA,NW_005054300.1:9028454-9029881,+,-,17,10,3.754887502,0.695,0.695,0.171229097,0.713123362,no,2,0,0
DBN1,mRNA,NW_005054308.1:9303972-9317549,+,-,14,24,4.247927513,-0.826,0.826,0.023354575,0.334764123,no,2,0,0
NAB2,mRNA,NW_005054685.1:103191-108768,+,-,16,33,4.614709844,-1.019,1.019,0.034743982,0.400020653,no,2,1,0
SLC35G1,mRNA,NW_005054300.1:8203392-8212175,+,-,15,13,3.807354922,0.296,0.296,0.53442693,0.926017489,no,2,0,0
NIM1K,mRNA,NW_005054335.1:6057789-6067729,-,-,4,9,2.700439718,-1.159,1.159,0.023594885,0.335630611,no,0,1,0
LOC102033190,mRNA,NW_005054297.1:17980993-17996514,-,-,16,6,3.459431619,1.356,1.356,0.033506955,0.39603552,no,1,1,0
PAPLN,mRNA,NW_005054301.1:18642518-18692810,+,-,7,10,3.087462841,-0.454,0.454,0.457589919,0.907702177,no,1,0,0
LOC115948854,lnc_RNA,NW_005054562.1:574260-659239,+,-,2,2,1,-0.099,0.099,0.87365112,0.990988338,no,0,0,0
TMEM275,mRNA,NW_005054347.1:4109167-4113924,-,-,12,12,3.584962501,0.01,0.01,0.984026012,0.997969818,no,2,0,0
ECEL1,mRNA,NW_005054309.1:3203448-3213350,-,-,11,11,3.459431619,-0.069,0.069,0.89697021,0.992636263,no,2,0,0
GIPC3,mRNA,NW_005054441.1:980702-983143,+,-,3,11,2.807354922,-1.78,1.78,0.001348575,0.081299801,no,1,1,0
SFMBT1,mRNA,NW_005054339.1:1993975-2033302,+,-,34,31,5.022367813,0.135,0.135,0.720811442,0.967857849,no,2,0,0
OPN3,mRNA,NW_005054316.1:25737-30609,-,-,7,3,2.321928095,1.09,1.09,0.056794395,0.479302904,no,0,1,0
LOC102042620,mRNA,NW_005054314.1:4257683-4347516,+,-,41,34,5.22881869,0.26,0.26,0.562017271,0.930488926,no,2,0,0
LOC102043765,mRNA,NW_005054678.1:139132-143381,-,-,18,29,4.554588852,-0.696,0.696,0.107031693,0.605019658,no,2,0,0
UACA,mRNA,NW_005054366.1:3128388-3150549,-,-,10,33,4.426264755,-1.764,1.764,0.000655437,0.059166548,no,2,1,0
FILIP1,mRNA,NW_005054328.1:1696056-1797955,-,-,24,8,4,1.664,1.664,0.003446052,0.129585189,no,1,1,0
NOL4L,mRNA,NW_005054337.1:2675087-2716038,-,-,12,15,3.754887502,-0.362,0.362,0.499627515,0.916985017,no,2,0,0
LOC115947762,lnc_RNA,NW_005054313.1:10036770-10044059,-,-,11,9,3.321928095,0.235,0.235,0.503163521,0.918148835,no,1,0,0
LOC115947841,mRNA,NW_005054321.1:3116729-3148584,-,-,4,7,2.459431619,-0.648,0.648,0.207503051,0.749848554,no,0,0,0
LOC102037366,mRNA,NW_005054312.1:3373589-3381644,+,-,4,6,2.321928095,-0.41,0.41,0.481071856,0.91335397,no,0,0,0
LOC106631813,lnc_RNA,NW_005054323.1:2895618-2902793,+,-,12,15,3.754887502,-0.245,0.245,0.628393722,0.946960123,no,2,0,0
LOC102038222,mRNA,NW_005054325.1:630194-636668,-,-,2,4,1.584962501,-0.742,0.742,0.171979069,0.713767681,no,0,0,0
LOC102041269,mRNA,NW_005054310.1:5783725-5792878,-,-,2,2,1,0.182,0.182,0.803605233,0.980431472,no,0,0,0
MSI2,mRNA,NW_005054368.1:827103-1014059,+,-,3,9,2.584962501,-1.405,1.405,0.015336207,0.269684979,no,0,1,0
RBP7,mRNA,NW_005054450.1:1130937-1132707,+,-,9,9,3.169925001,0.088,0.088,0.856417136,0.988120571,no,0,0,0
ASPG,mRNA,NW_005054303.1:7185053-7209929,+,-,33,27,4.906890596,0.319,0.319,0.489952643,0.916112594,no,2,0,0
AHDC1,mRNA,NW_005054436.1:232634-236414,+,-,23,26,4.614709844,-0.157,0.157,0.722704685,0.968639209,no,2,0,0
ADORA2B,mRNA,NW_005054368.1:3507195-3519624,-,-,16,12,3.807354922,0.459,0.459,0.438781964,0.898540924,no,2,0,0
KIFC3,mRNA,NW_005054343.1:4355561-4370709,-,-,10,11,3.392317423,-0.175,0.175,0.709250702,0.964194555,no,2,0,0
DYNC2LI1,mRNA,NW_005054299.1:7547509-7567143,+,-,7,6,2.700439718,0.197,0.197,0.705650961,0.964125689,no,0,0,0
LOC115948174,snoRNA,NW_005054298.1:23935264-23935397,+,-,5,8,2.700439718,-0.637,0.637,0.256772953,0.792359249,no,0,0,0
TIE1,transcript,NW_005054347.1:1602508-1615605,+,-,3,6,2.169925001,-1.303,1.303,0.03992539,0.417465612,no,0,1,0
LOC102045358,pseudogene,NW_005054388.1:694533-697226,-,-,48,31,5.303780748,0.618,0.618,0.24866897,0.78835121,no,2,0,0
LOC115949066,mRNA,NW_005054737.1:41915-46446,+,-,2,3,1.321928095,-0.528,0.528,0.37876234,0.869614405,no,0,0,0
CACNB4,mRNA,NW_005054585.1:384538-402114,+,-,9,23,4,-1.402,1.402,0.02043792,0.315969691,no,1,1,0
TRNAT-AGU-3,tRNA,NW_005054484.1:1287691-1287764,-,-,3,6,2.169925001,-1.068,1.068,0.107898997,0.605029546,no,0,1,0
RGS13,mRNA,NW_005054421.1:145330-152237,-,-,9,14,3.523561956,-0.624,0.624,0.259078762,0.792680831,no,1,0,0
RHOBTB1,mRNA,NW_005054389.1:1645735-1693214,+,-,20,40,4.906890596,-0.978,0.978,0.035298398,0.401387177,no,2,0,0
BRD3OS,mRNA,NW_005054329.1:3405505-3408699,-,-,7,3,2.321928095,1.207,1.207,0.064614738,0.496439866,no,0,1,0
CUNH1orf210,mRNA,NW_005054347.1:1594440-1597237,-,-,2,6,2,-1.243,1.243,0.019012063,0.304246419,no,0,1,0
LOC115948598,lnc_RNA,NW_005054300.1:1873741-1875727,-,-,21,24,4.491853096,-0.192,0.192,0.570949772,0.93220185,no,2,0,0
SYT9,mRNA,NW_005054487.1:268140-319693,-,-,15,5,3.321928095,1.678,1.678,0.00579438,0.175122441,no,1,1,0
LOC102045027,mRNA,NW_005054402.1:1904-2926,-,-,44,18,4.95419631,1.319,1.319,0.002429658,0.109398748,no,2,1,0
GPR182,mRNA,NW_005054685.1:67105-69883,+,-,4,13,3.087462841,-1.672,1.672,0.000955629,0.070247969,no,1,1,0
GRAMD2A,mRNA,NW_005054398.1:2407736-2417246,-,-,33,22,4.781359714,0.582,0.582,0.084584598,0.54665735,no,2,0,0
ANGPTL4,mRNA,NW_005054441.1:1270916-1301918,+,-,43,14,4.832890014,1.669,1.669,7.48838E-06,0.007110218,yes,2,1,1
CSGALNACT1,mRNA,NW_005054304.1:12036479-12053911,-,-,21,12,4.044394119,0.877,0.877,0.063306744,0.493376908,no,2,0,0
SLC2A12,mRNA,NW_005054392.1:1984091-2014310,+,-,4,7,2.459431619,-0.661,0.661,0.242633231,0.78404094,no,0,0,0
NEU2,mRNA,NW_005054609.1:283477-286390,-,-,3,5,2,-0.764,0.764,0.181095221,0.722830466,no,0,0,0
GPX3,mRNA,NW_005054308.1:6173231-6175777,+,-,5,10,2.906890596,-0.864,0.864,0.12748835,0.644539323,no,1,0,0
TFEC,mRNA,NW_005054324.1:938916-1025595,-,-,25,8,4.044394119,1.658,1.658,0.002549064,0.109914342,no,1,1,0
CPNE8,mRNA,NW_005054354.1:853313-911112,-,-,27,8,4.129283017,1.662,1.662,0.001078892,0.073226105,no,1,1,0
KATNAL1,mRNA,NW_005054412.1:2574499-2612957,+,-,5,4,2.169925001,0.447,0.447,0.370305657,0.864818124,no,0,0,0
CTC1,mRNA,NW_005054320.1:6500716-6514850,+,-,32,30,4.95419631,0.115,0.115,0.774610296,0.977074031,no,2,0,0
TRNAQ-CUG-2,tRNA,NW_005054370.1:556538-556609,+,-,8,5,2.700439718,0.503,0.503,0.408964759,0.881433225,no,0,0,0
ZNF366,mRNA,NW_005054462.1:1454827-1488846,-,-,4,7,2.459431619,-1.097,1.097,0.072743701,0.519649987,no,0,1,0
B4GALNT3,mRNA,NW_005054326.1:843676-907165,-,-,16,26,4.392317423,-0.678,0.678,0.125730831,0.64225946,no,2,0,0
TP53I3,mRNA,NW_005054306.1:1163444-1169213,-,-,13,9,3.459431619,0.541,0.541,0.220090369,0.765451542,no,1,0,0
BTBD3,mRNA,NW_005054469.1:15592-36255,+,-,19,13,4,0.525,0.525,0.352377392,0.857717866,no,2,0,0
SEC22C,mRNA,NW_005054474.1:532355-552750,-,-,7,3,2.321928095,1.054,1.054,0.070703746,0.513774541,no,0,1,0
MEIS2,mRNA,NW_005054301.1:13302037-13473807,-,-,7,19,3.700439718,-1.447,1.447,0.013016349,0.253952543,no,1,1,0
SPIDR,mRNA,NW_005054305.1:7269883-7418607,+,-,9,7,3,0.357,0.357,0.508779201,0.919414377,no,0,0,0
LOC102041802,mRNA,NW_005054338.1:3364316-3369840,+,-,21,16,4.209453366,0.388,0.388,0.298555754,0.826542688,no,2,0,0
BCAR3,mRNA,NW_005054336.1:3237069-3300360,-,-,22,13,4.129283017,0.803,0.803,0.022787856,0.332850993,no,2,0,0
PKIG,mRNA,NW_005054337.1:4006337-4019554,+,-,12,12,3.584962501,0.005,0.005,0.992365011,0.997988499,no,2,0,0
IL5RA,mRNA,NW_005054420.1:706227-717938,-,-,23,37,4.906890596,-0.641,0.641,0.210601007,0.755062264,no,2,0,0
RND3,mRNA,NW_005054298.1:50059-151996,+,-,14,16,3.906890596,-0.233,0.233,0.56133774,0.930462156,no,2,0,0
LOC102045650,mRNA,NW_005054454.1:671609-711105,-,-,9,18,3.754887502,-1.044,1.044,0.031180965,0.385750177,no,1,1,0
SEMA6B,mRNA,NW_005054549.1:77919-84581,-,-,14,6,3.321928095,1.095,1.095,0.080566496,0.537455889,no,1,1,0
TP73,mRNA,NW_005054449.1:1678026-1715593,+,-,37,35,5.169925001,0.062,0.062,0.869190078,0.990157144,no,2,0,0
RUFY4,mRNA,NW_005054298.1:13670998-13677713,+,-,23,28,4.672425342,-0.244,0.244,0.621448223,0.945700841,no,2,0,0
RTKN2,mRNA,NW_005054389.1:1208356-1246244,+,-,38,16,4.754887502,1.288,1.288,0.011234342,0.235483303,no,2,1,0
RUSC1,mRNA,NW_005054582.1:270291-277325,+,-,22,14,4.169925001,0.613,0.613,0.252179941,0.789813338,no,2,0,0
BOP1,mRNA,NW_005054905.1:4735-15931,-,-,27,29,4.807354922,-0.081,0.081,0.859563641,0.988120571,no,2,0,0
GFPT2,mRNA,NW_005054308.1:5133069-5149914,-,-,13,20,4.044394119,-0.666,0.666,0.272590485,0.805679893,no,2,0,0
NPDC1,mRNA,NW_005054358.1:241188-262664,-,-,66,36,5.672425342,0.873,0.873,0.014439552,0.262946193,no,2,0,0
PLEKHG4,mRNA,NW_005054343.1:3460058-3541637,+,-,10,6,3,0.706,0.706,0.202350227,0.745177275,no,1,0,0
GRIK4,mRNA,NW_005054604.1:220177-420805,-,-,14,8,3.459431619,0.878,0.878,0.107518465,0.605029546,no,1,0,0
NSDHL,mRNA,NW_005054504.1:162930-173276,+,-,21,32,4.727920455,-0.638,0.638,0.311921782,0.833664523,no,2,0,0
LOC102037239,mRNA,NW_005054619.1:425228-435681,-,-,42,34,5.247927513,0.296,0.296,0.481536217,0.913371676,no,2,0,0
BCL2L14,mRNA,NW_005054472.1:1369335-1376906,+,-,26,14,4.321928095,0.893,0.893,0.091846766,0.565371176,no,2,0,0
LOC102034077,mRNA,NW_005054485.1:4337-9282,-,-,13,11,3.584962501,0.213,0.213,0.693170477,0.962112853,no,2,0,0
CD80,mRNA,NW_005054338.1:3091089-3108887,+,-,34,27,4.930737338,0.328,0.328,0.524848793,0.923635254,no,2,0,0
LOC115948593,mRNA,NW_005054438.1:141883-175653,+,-,43,33,5.247927513,0.368,0.368,0.295519355,0.825483582,no,2,0,0
CITED2,mRNA,NW_005054316.1:4136537-4139239,-,-,13,14,3.754887502,-0.136,0.136,0.776093114,0.977321501,no,2,0,0
MPI,mRNA,NW_005054313.1:10096940-10100456,-,-,34,43,5.266786541,-0.329,0.329,0.254332424,0.790470169,no,2,0,0
LOC102043069,mRNA,NW_005054339.1:604555-627744,+,-,12,11,3.523561956,0.05,0.05,0.918698558,0.993547474,no,2,0,0
TMTC4,mRNA,NW_005054363.1:3163108-3212603,-,-,3,4,1.807354922,-0.484,0.484,0.318242068,0.838700505,no,0,0,0
FAM189A2,mRNA,NW_005054635.1:12966-41929,+,-,5,3,2,0.467,0.467,0.377362188,0.869191172,no,0,0,0
CCNE1,mRNA,NW_005054408.1:1682457-1694137,-,-,34,26,4.906890596,0.335,0.335,0.398927391,0.877871024,no,2,0,0
STAC3,mRNA,NW_005054605.1:417060-439111,+,-,28,22,4.64385619,0.386,0.386,0.376880931,0.868455574,no,2,0,0
FCHSD2,mRNA,NW_005054530.1:158698-276807,-,-,32,21,4.727920455,0.572,0.572,0.088649233,0.554826967,no,2,0,0
LOC102038574,mRNA,NW_005054358.1:231848-241120,-,-,37,22,4.882643049,0.737,0.737,0.023462208,0.334764123,no,2,0,0
SH3TC2,mRNA,NW_005054308.1:10846830-10862943,-,-,40,17,4.832890014,1.255,1.255,0.022996145,0.333356328,no,2,1,0
CFAP54,mRNA,NW_005054331.1:4425566-4551553,+,-,8,8,3,-0.024,0.024,0.962270302,0.996706821,no,0,0,0
MAML3,mRNA,NW_005054453.1:243765-445668,-,-,15,13,3.807354922,0.124,0.124,0.771990539,0.976368866,no,2,0,0
GK,mRNA,NW_005054540.1:541357-576648,-,-,40,30,5.129283017,0.405,0.405,0.388122855,0.874746936,no,2,0,0
LOC102043835,mRNA,NW_005057332.1:201-1259,-,-,28,28,4.807354922,0.008,0.008,0.986530953,0.997988499,no,2,0,0
TOP2A,mRNA,NW_005054665.1:227869-245877,+,-,31,30,4.930737338,-0.009,0.009,0.986179082,0.997988499,no,2,0,0
LOC115947797,lnc_RNA,NW_005054298.1:18703876-18718666,-,-,16,18,4.087462841,-0.171,0.171,0.665704897,0.956635429,no,2,0,0
CELSR2,mRNA,NW_005054425.1:36738-67127,-,-,33,28,4.930737338,0.223,0.223,0.662655608,0.955304671,no,2,0,0
LOC102045067,mRNA,NW_005054337.1:4070684-4071451,+,-,29,31,4.906890596,-0.07,0.07,0.884243055,0.992212165,no,2,0,0
TRNAI-AAU-3,tRNA,NW_005054320.1:1622130-1622200,-,-,10,15,3.64385619,-0.637,0.637,0.12079419,0.631170941,no,2,0,0
LOC102034892,transcript,NW_005054342.1:4139661-4214918,-,-,16,18,4.087462841,-0.119,0.119,0.821861568,0.984314243,no,2,0,0
LOC102041503,mRNA,NW_005054308.1:9361715-9363948,+,-,6,5,2.459431619,0.179,0.179,0.765097734,0.973916164,no,0,0,0
AFAP1L2,mRNA,NW_005054300.1:223536-249802,+,-,23,22,4.491853096,0.02,0.02,0.959756736,0.996706821,no,2,0,0
LZTS2,mRNA,NW_005054300.1:5133258-5136990,+,-,14,12,3.700439718,0.186,0.186,0.64497971,0.951527608,no,2,0,0
NEU4,mRNA,NW_005054380.1:1910581-1915979,-,-,6,12,3.169925001,-0.969,0.969,0.062256611,0.492263588,no,1,0,0
PCYOX1L,mRNA,NW_005054308.1:10955564-10958188,+,-,9,7,3,0.391,0.391,0.408718584,0.881433225,no,0,0,0
LOC102044709,mRNA,NW_005054524.1:249265-260884,-,-,32,12,4.459431619,1.386,1.386,0.004371355,0.149139539,no,2,1,0
EXOSC7,mRNA,NW_005054361.1:1114955-1135709,-,-,23,25,4.584962501,-0.149,0.149,0.719654785,0.967857849,no,2,0,0
LOC115948554,snoRNA,NW_005054428.1:80720-80862,-,-,13,12,3.64385619,0.076,0.076,0.827045715,0.984639461,no,2,0,0
CCDC149,mRNA,NW_005054297.1:4892617-4935451,-,-,48,30,5.285402219,0.676,0.676,0.069673404,0.51084863,no,2,0,0
PTPRR,mRNA,NW_005054310.1:5249679-5389578,+,-,10,13,3.523561956,-0.432,0.432,0.415586381,0.884586442,no,2,0,0
ILDR1,mRNA,NW_005054320.1:2565111-2581415,+,-,8,3,2.459431619,1.473,1.473,0.01420571,0.261909165,no,0,1,0
CD36,mRNA,NW_005054595.1:180055-206594,-,-,42,20,4.95419631,1.103,1.103,0.041894379,0.42232826,no,2,1,0
F2RL2,mRNA,NW_005054440.1:1520271-1524599,+,-,7,10,3.087462841,-0.435,0.435,0.417720314,0.885367106,no,1,0,0
GNPNAT1,mRNA,NW_005054303.1:14245219-14252224,+,-,46,45,5.50779464,0.011,0.011,0.971918625,0.997969818,no,2,0,0
SAMD12,mRNA,NW_005054321.1:3177545-3342623,-,-,32,22,4.754887502,0.565,0.565,0.149317747,0.679685707,no,2,0,0
LTBP2,mRNA,NW_005054301.1:6313491-6376150,+,-,9,22,3.95419631,-1.272,1.272,0.001318,0.081299801,no,1,1,0
TERF1,mRNA,NW_005054346.1:218070-236447,-,-,9,7,3,0.263,0.263,0.593481056,0.936322785,no,0,0,0
RAPH1,mRNA,NW_005054298.1:22863163-22943216,-,-,37,42,5.303780748,-0.178,0.178,0.661256296,0.955067978,no,2,0,0
RETREG1,mRNA,NW_005054340.1:2816815-2867047,-,-,11,8,3.247927513,0.363,0.363,0.386238125,0.87422195,no,1,0,0
PAK5,mRNA,NW_005054341.1:584796-730364,+,-,2,3,1.321928095,-0.674,0.674,0.278659407,0.812486628,no,0,0,0
LOC115947899,snoRNA,NW_005054329.1:2734651-2734784,-,-,8,12,3.321928095,-0.577,0.577,0.186153079,0.727434619,no,1,0,0
LOC115949237,lnc_RNA,NW_005055190.1:9800-11653,-,-,24,8,4,1.5,1.5,0.00570127,0.173344897,no,1,1,0
LOC102037391,mRNA,NW_005054387.1:1569840-1590618,-,-,9,12,3.392317423,-0.32,0.32,0.51375921,0.92080973,no,1,0,0
LOC115948418,mRNA,NW_005054393.1:688615-715096,-,-,6,4,2.321928095,0.285,0.285,0.581508033,0.932815831,no,0,0,0
MYBL2,mRNA,NW_005054337.1:6027872-6041543,+,-,19,22,4.357552005,-0.228,0.228,0.667061691,0.956635429,no,2,0,0
ZGRF1,mRNA,NW_005054536.1:581738-597420,+,-,4,6,2.321928095,-0.753,0.753,0.122943127,0.637023187,no,0,0,0
FLVCR2,mRNA,NW_005054301.1:5920306-5953764,-,-,52,27,5.303780748,0.958,0.958,0.022815221,0.332850993,no,2,0,0
SERINC2,mRNA,NW_005054428.1:1350964-1368390,+,-,18,10,3.807354922,0.777,0.777,0.168922056,0.709748775,no,2,0,0
IFT172,mRNA,NW_005054669.1:154959-194076,-,-,20,23,4.426264755,-0.244,0.244,0.62169934,0.945700841,no,2,0,0
RAPGEF5,mRNA,NW_005054333.1:5325784-5481388,+,-,17,12,3.857980995,0.406,0.406,0.447278298,0.901982204,no,2,0,0
FZD9,mRNA,NW_005054381.1:3238353-3240321,+,-,6,7,2.700439718,-0.171,0.171,0.752757008,0.971559077,no,0,0,0
ZNF770,mRNA,NW_005054301.1:12471119-12475327,-,-,28,25,4.727920455,0.147,0.147,0.703153532,0.964051704,no,2,0,0
